assay_description,canonical_smiles,document_journal,document_year,molecule_chembl_id,record_id,target_organism,units,value
Antileishmanial activity against Leishmania major promastigote assessed as inhibition of parasite growth,[Se]=C=NCCCCc1ccccc1,Eur J Med Chem,2023.0,CHEMBL443508,3984256,Leishmania major,uM,7.2
Antileishmanial activity against Leishmania major promastigote assessed as inhibition of parasite growth,O=C1c2cccc3cccc(c23)C(=O)C1CCCCCCN=C=[Se],Eur J Med Chem,2023.0,CHEMBL5423282,3984257,Leishmania major,uM,0.03
Antileishmanial activity against Leishmania infantum promastigote assessed as inhibition of parasite growth incubated for 72 hrs by Neubauer chamber based analysis,O=C1c2ccccc2C(=O)N1Nc1nc(-c2ccc3ccccc3c2)cs1,Eur J Med Chem,2023.0,CHEMBL3769710,3984201,Leishmania infantum,uM,9.8
Antileishmanial activity against Leishmania infantum promastigotes assessed as reduction in cell viability incubated for 24 hrs by propidium iodide staining based flow cytometry assay,CCc1cc(-c2csc(-c3ccc(-n4ccnc4CNCCN)cc3OCCN3CCNC3=O)n2)cc2ccccc12.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Eur J Med Chem,2023.0,CHEMBL5394705,3984208,Leishmania infantum,uM,5.1
Antileishmanial activity against Leishmania infantum promastigotes assessed as reduction in cell viability incubated for 24 hrs by propidium iodide staining based flow cytometry assay,CCc1cc(-c2csc(-c3ccc(-n4ccnc4CNCCN)cc3OCCN3CCNC3=O)n2)ccc1-c1ccccc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Eur J Med Chem,2023.0,CHEMBL5420587,3984209,Leishmania infantum,uM,8.6
Antileishmanial activity against Leishmania infantum promastigotes assessed as reduction in cell viability,Brc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1,Eur J Med Chem,2023.0,CHEMBL3329506,3984210,Leishmania infantum,uM,3.12
Antileishmanial activity against Leishmania infantum promastigotes assessed as reduction in cell viability,C/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1ccccn1,Eur J Med Chem,2023.0,CHEMBL3329518,3984211,Leishmania infantum,uM,0.42
Antileishmanial activity against Leishmania infantum promastigotes assessed as reduction in cell viability,C/C(=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)c(C)s1)c1ccccn1,Eur J Med Chem,2023.0,CHEMBL5436200,3984212,Leishmania infantum,uM,2.73
Antileishmanial activity against Leishmania infantum promastigotes assessed as reduction in cell viability,Cc1sc(N/N=C/c2ccccn2)nc1-c1ccc(Cl)c(Cl)c1,Eur J Med Chem,2023.0,CHEMBL5394052,3984213,Leishmania infantum,uM,5.52
Antileishmanial activity against Leishmania infantum promastigotes assessed as inhibition of parasite growth,O=C(CSc1nc(-c2ccccc2)cc2cc(-c3ccccc3)nn12)N/N=C/c1ccccc1,Eur J Med Chem,2023.0,CHEMBL5410586,3984221,Leishmania infantum,uM,4.92
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,O=C1c2ccccc2C(=O)c2cc(C[Se][Se]Cc3ccc4c(c3)C(=O)c3ccccc3C4=O)ccc21,Eur J Med Chem,2023.0,CHEMBL5417787,3984255,Leishmania infantum,uM,0.68
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,c1ccc2c(c1)nnn2C[Se][Se]Cn1nnc2ccccc21,Eur J Med Chem,2023.0,CHEMBL5413650,3984254,Leishmania infantum,uM,0.45
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,NC(=S)N/N=C(/C=C/c1ccccc1)c1ccccc1,Eur J Med Chem,2023.0,CHEMBL1830272,3984218,Leishmania infantum,uM,6.88
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,O=C(CSc1nc(-c2ccccc2)cc2cc(-c3ccccc3)nn12)N/N=C/c1ccccc1,Eur J Med Chem,2023.0,CHEMBL5410586,3984221,Leishmania infantum,uM,5.85
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,CCC(C)Oc1cc(N)nc(Sc2cccc(Cl)c2)n1,Eur J Med Chem,2023.0,CHEMBL5420395,3984222,Leishmania infantum,uM,0.25
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,NS(=O)(=O)c1ccc(NC(=[Se])NC(=O)c2ccccc2)cc1,Eur J Med Chem,2023.0,CHEMBL4080767,3984248,Leishmania infantum,uM,5.23
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,NS(=O)(=O)c1ccc(NC(=[Se])NC(=O)c2ccc3c(c2)OCO3)cc1,Eur J Med Chem,2023.0,CHEMBL4104994,3984249,Leishmania infantum,uM,5.28
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,CCOP(=O)(Nc1ccc([Se][Se]c2ccc(NP(=O)(OCC)OCC)cc2)cc1)OCC,Eur J Med Chem,2023.0,CHEMBL5434800,3984251,Leishmania infantum,uM,0.17
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,CCOP(=S)(Nc1ccc([Se][Se]c2ccc(NP(=S)(OCC)OCC)cc2)cc1)OCC,Eur J Med Chem,2023.0,CHEMBL5417571,3984252,Leishmania infantum,uM,0.79
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,COP(=O)(Nc1ccc([Se][Se]c2ccc(NP(=O)(OC)OC)cc2)cc1)OC,Eur J Med Chem,2023.0,CHEMBL5418331,3984253,Leishmania infantum,uM,0.33
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,NS(=O)(=O)c1ccc(-c2cnc(C[Se]c3ccccc3)[se]2)cc1,Eur J Med Chem,2023.0,CHEMBL5438560,3984258,Leishmania infantum,uM,4.11
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,Cc1ccc([Te]Cc2ncc(-c3ccc(S(N)(=O)=O)cc3)[se]2)cc1,Eur J Med Chem,2023.0,CHEMBL5410398,3984259,Leishmania infantum,uM,0.34
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,COc1ccc([Te]Cc2ccc(S(N)(=O)=O)cc2)cc1,Eur J Med Chem,2023.0,CHEMBL4453207,3984264,Leishmania infantum,uM,6.14
Antileishmanial activity against Leishmania infantum amastigotes assessed as inhibition of parasite growth,NS(=O)(=O)c1ccc(C[Te]c2ccc3ccccc3c2)cc1,Eur J Med Chem,2023.0,CHEMBL4482933,3984265,Leishmania infantum,uM,5.83
Antileishmanial activity against Leishmania donovani promastigotes assessed as inhibition of parasite growth measured after 24 hrs by Alamar blue based analysis,Cc1ccc(-c2cc(C3CC(c4cccs4)=NN3)n(-c3ccccc3)n2)cc1,Eur J Med Chem,2023.0,CHEMBL5409005,3984226,Leishmania donovani,uM,2.07
Antileishmanial activity against Leishmania donovani promastigotes assessed as inhibition of parasite growth measured after 24 hrs by Alamar blue based analysis,CC(=O)N1N=C(c2cccs2)CC1c1cc(-c2ccc(C)cc2)nn1-c1ccccc1,Eur J Med Chem,2023.0,CHEMBL5414462,3984227,Leishmania donovani,uM,0.16
Antileishmanial activity against Leishmania donovani 9515 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,CCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5418015,3984448,Leishmania donovani,uM,1.01
Antileishmanial activity against Leishmania donovani 9515 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,O=Cc1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL351937,3984477,Leishmania donovani,uM,8.56
Antileishmanial activity against Leishmania donovani 9515 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL1103,3984478,Leishmania donovani,uM,4.94
Antileishmanial activity against Leishmania donovani 9515 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL869,3984479,Leishmania donovani,uM,4.11
Antileishmanial activity against Leishmania donovani 9515 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Eur J Med Chem,2023.0,CHEMBL267345,3984480,Leishmania donovani,uM,0.05
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5418015,3984448,Leishmania major,uM,0.45
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5415247,3984449,Leishmania major,uM,0.55
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5410890,3984450,Leishmania major,uM,0.48
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5434534,3984451,Leishmania major,uM,0.73
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCn1cc(CSc2ccccc2)nn1,Eur J Med Chem,2023.0,CHEMBL5427246,3984452,Leishmania major,uM,0.67
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,COc1ccc(-c2cn(CCCN3C(=O)CN(/N=C/c4ccc([N+](=O)[O-])o4)C3=O)nn2)cc1,Eur J Med Chem,2023.0,CHEMBL5402237,3984454,Leishmania major,uM,0.8
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCn1cc(-c2ccc(F)cc2)nn1,Eur J Med Chem,2023.0,CHEMBL5407988,3984455,Leishmania major,uM,0.74
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCn1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,Eur J Med Chem,2023.0,CHEMBL5415078,3984456,Leishmania major,uM,0.67
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCc1cn(CCCCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5432685,3984457,Leishmania major,uM,0.44
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCc1cn(CCCCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5398253,3984458,Leishmania major,uM,1.07
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCCc1cn(CCCCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5404303,3984459,Leishmania major,uM,1.5
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCCCn1cc(CSc2ccccc2)nn1,Eur J Med Chem,2023.0,CHEMBL5422018,3984461,Leishmania major,uM,1.7
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,Cc1ccc(-c2cn(CCCCCN3C(=O)CN(/N=C/c4ccc([N+](=O)[O-])o4)C3=O)nn2)cc1,Eur J Med Chem,2023.0,CHEMBL5416629,3984462,Leishmania major,uM,1.86
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,COc1ccc(-c2cn(CCCCCN3C(=O)CN(/N=C/c4ccc([N+](=O)[O-])o4)C3=O)nn2)cc1,Eur J Med Chem,2023.0,CHEMBL5399650,3984464,Leishmania major,uM,0.5
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCCCn1cc(-c2ccc(F)cc2)nn1,Eur J Med Chem,2023.0,CHEMBL5420547,3984465,Leishmania major,uM,0.98
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCc1cn(CCCCCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5427780,3984467,Leishmania major,uM,1.19
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCc1cn(CCCCCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5427768,3984468,Leishmania major,uM,0.27
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCCc1cn(CCCCCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5401416,3984469,Leishmania major,uM,5.3
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCCCCc1cn(CCCCCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5433418,3984470,Leishmania major,uM,2.62
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCCCCn1cc(CSc2ccccc2)nn1,Eur J Med Chem,2023.0,CHEMBL5399777,3984471,Leishmania major,uM,2.75
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,Cc1ccc(-c2cn(CCCCCCN3C(=O)CN(/N=C/c4ccc([N+](=O)[O-])o4)C3=O)nn2)cc1,Eur J Med Chem,2023.0,CHEMBL5427247,3984472,Leishmania major,uM,0.66
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,CCCCCc1ccc(-c2cn(CCCCCCN3C(=O)CN(/N=C/c4ccc([N+](=O)[O-])o4)C3=O)nn2)cc1,Eur J Med Chem,2023.0,CHEMBL5398135,3984473,Leishmania major,uM,2.19
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,COc1ccc(-c2cn(CCCCCCN3C(=O)CN(/N=C/c4ccc([N+](=O)[O-])o4)C3=O)nn2)cc1,Eur J Med Chem,2023.0,CHEMBL5425644,3984474,Leishmania major,uM,0.59
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCCCCn1cc(-c2ccc(F)cc2)nn1,Eur J Med Chem,2023.0,CHEMBL5394943,3984475,Leishmania major,uM,0.22
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCCCCn1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,Eur J Med Chem,2023.0,CHEMBL5422778,3984476,Leishmania major,uM,0.8
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=Cc1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL351937,3984477,Leishmania major,uM,7.28
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL1103,3984478,Leishmania major,uM,0.34
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL869,3984479,Leishmania major,uM,1.85
Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 48 hrs by resazurin dye based assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Eur J Med Chem,2023.0,CHEMBL267345,3984480,Leishmania major,uM,0.03
Antileishmanial activity against Leishmania major IR-173 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,CCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5418015,3984448,Leishmania major,uM,3.34
Antileishmanial activity against Leishmania major IR-173 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,CCCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5415247,3984449,Leishmania major,uM,0.61
Antileishmanial activity against Leishmania major IR-173 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,CCCCCCc1cn(CCCN2C(=O)CN(/N=C/c3ccc([N+](=O)[O-])o3)C2=O)nn1,Eur J Med Chem,2023.0,CHEMBL5410890,3984450,Leishmania major,uM,0.84
Antileishmanial activity against Leishmania major IR-173 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,O=Cc1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL351937,3984477,Leishmania major,uM,8.35
Antileishmanial activity against Leishmania major IR-173 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL1103,3984478,Leishmania major,uM,5.75
Antileishmanial activity against Leishmania major IR-173 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,Eur J Med Chem,2023.0,CHEMBL869,3984479,Leishmania major,uM,2.8
Antileishmanial activity against Leishmania major IR-173 amastigote infected in human THP-1 cells assessed as static activity by measuring inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Eur J Med Chem,2023.0,CHEMBL267345,3984480,Leishmania major,uM,0.03
Leishmanicidal activity against Leishmania major IR-173 amastigote infected in human THP-1 cells incubated for 72 hrs by resazurin dye based analysis,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CCCn1cc(CSc2ccccc2)nn1,Eur J Med Chem,2023.0,CHEMBL5427246,3984452,Leishmania major,uM,3.98
Leishmanicidal activity against Leishmania major IR-173 amastigote infected in human THP-1 cells incubated for 72 hrs by resazurin dye based analysis,COc1ccc(-c2cn(CCCN3C(=O)CN(/N=C/c4ccc([N+](=O)[O-])o4)C3=O)nn2)cc1,Eur J Med Chem,2023.0,CHEMBL5402237,3984454,Leishmania major,uM,9.75
